ICAO,IATA,Name,Type,Municipality,Country
SJMT,,São Miguel Cachoeirinha Airport,Small airport,Pacaraima,Brazil
SWUA,SQM,São Miguel do Araguaia Airport,Small airport,São Miguel Do Araguaia,Brazil
SSMY,,São Miguel do Iguaçu Airport,Small airport,São Miguel Do Iguaçu,Brazil
SSOE,SQX,São Miguel do Oeste Airport,Small airport,São Miguel Do Oeste,Brazil
SIUT,,São Paulo do Piauí Airport,Small airport,Prado,Brazil
SSDK,,São Pedro,Small airport,,Brazil
SDAE,,São Pedro Airport,Small airport,São Pedro,Brazil
SBES,0,São Pedro da Aldeia Airport,Small airport,São Pedro Da Aldeia,Brazil
SWSH,,São Raimundo II Airport,Small airport,Alta Floresta,Brazil
SNPY,,São Sebastião do Paraíso Airport,Small airport,São Sebastião Do Paraíso,Brazil
SSEP,0,São Sepé Airport,Small airport,São Sepé,Brazil
SWSY,,São Simão Airport,Small airport,Vila Bela Da Santíssima Trindade,Brazil
SWTI,,São Vicente Airport,Small airport,Nova Lacerda,Brazil
SPOA,SQU,Saposoa Airport,Small airport,Plaza Saposoa,Perú
SDSK,,Saquarema Airport,Small airport,Saquarema,Brazil
SMSK,,Sarakreek Airstrip,Small airport,Sarakreek,Suriname
SSXD,0,Sarandi Airport,Small airport,Sarandi,Brazil
SUYI,,Sarandí del Yí Airport,Small airport,Sarandi del Yí,Uruguay
SJEK,,Satélite Aviação Agrícola Airport,Small airport,Canarana,Brazil
SPIP,,Satipo Airport,Small airport,Satipo,Perú
SDWO,,Sauba Airstrip,Small airport,Amajari,Brazil
SOOS,XAU,Saúl Airport,Small airport,Saúl,French Guiana
SJMU,,Sauparú Airport,Small airport,Uiramutã,Brazil
SIBN,,Savana Airport,Small airport,Jaru,Brazil
SIPO,,Sebastião José Pereira Airport,Small airport,Condeúba,Brazil
SWUS,,Sede Fazenda São Benedito Airport,Small airport,Campo Novo Do Parecis,Brazil
SCSR,,Segundo Corral Alto Airport,Small airport,Segundo Corral,Chile
SIUC,,Selva de Pedra Airport,Small airport,Itaituba,Brazil
SSNK,,Sementes Petrovina Airport,Small airport,Pedra Preta,Brazil
SIQA,,Senador Antônio Farias Airport,Small airport,Baia Formosa,Brazil
SNTW,,Senador Teotônio Vilela Airport,Small airport,Teotônio Vilela,Brazil
SDCG,OLC,Senadora Eunice Micheles Airport,Small airport,São Paulo De Olivença,Brazil
SNSE,,Sento Sé Airport,Small airport,Sento Sé,Brazil
SPSE,,Sepahua Airport,Small airport,Sepahua,Perú
SJSE,,Serabi Airport,Small airport,Itaituba,Brazil
SWFZ,,Serafino Ferruzzi Airport,Small airport,Alta Floresta,Brazil
SJKK,,Sérgio Bonifácio Airport,Small airport,Ivaiporã,Brazil
SWSX,,Seringal Nova Olinda Airport,Small airport,Sena Mafureira,Brazil
SJRC,,Serra da Borda Airport,Small airport,Vila Bela Da Santíssima Trindade,Brazil
SWKQ,,Serra da Capivara Airport,Small airport,São Raimundo Nonato,Brazil
SNLG,,Serra do Cipó Airport,Small airport,Jaboticatubas,Brazil
SJMV,,Serra do Sol Airport,Small airport,Uiramutã,Brazil
SIUK,,Serra Verde Airport,Small airport,Jacareacanga,Brazil
SNSO,,Serro Airport,Small airport,Serro,Brazil
SNUW,,Sertânia Airport,Small airport,Sertânia,Brazil
SWSR,,Sertânia Airport,Small airport,Sertânia,Brazil
SSSZ,0,Sertanópolis Airport,Small airport,Sertanópolis,Brazil
SIPK,,SESC Pantanal Airport,Small airport,Poconé,Brazil
SDCM,,Sete Povos Airport,Small airport,São Desidério,Brazil
SJBX,,Severino Lopes Airport,Small airport,São José Do Mipibu,Brazil
SEGS,GPS,Seymour Airport,Small airport,Baltra,Ecuador
SPSN,,Shapaja Airport,Small airport,Shapaja,Perú
SPSY,SYC,Shiringayoc Airport,Small airport,Shiringayoc,Perú
SPOV,,Shiringayoc/Hacienda Hda Mejia Airport,Small airport,Leon Velarde,Perú
SCGS,,Siberia Airport,Small airport,Cholguan,Chile
SAVS,SGV,Sierra Grande Airport,Small airport,Sierra Grande,Argentina
SPSI,,Siguas Airport,Small airport,Siguas,Perú
SSTQ,,Silvestre Airport,Small airport,Pedra Branca Do Amapari,Brazil
SWWT,,Sílvio Gonçalves de Mello Airport,Small airport,Morada Nova De Minas,Brazil
SIBO,,Simão Sarkis Simão Airport,Small airport,Três Marias,Brazil
SJOJ,,Simasa Airport,Small airport,Açailândia,Brazil
SOOY,,Sinnamary,Small airport,Sinnamary,French Guiana
SMSI,,Sipaliwini Airport,Small airport,Sipaliwini,Suriname
SLSP,,Sipuati Airport,Small airport,Gran Chaco,Bolivia
SSQC,,Siqueira Campos Airport,Small airport,Siqueira Campos,Brazil
SSIU,,Sítio Enel Airport,Small airport,Pântano Grande,Brazil
SIVL,,Sítio Flor de Lys Airport,Small airport,Junco Do Seridó,Brazil
SIHJ,,Sítio Flyer Airport,Small airport,Palmas,Brazil
SIAW,,Sítio Gurupi Airport,Small airport,Ulianópolis,Brazil
SSEW,,Sítio Limoeiro Airport,Small airport,Pardinho,Brazil
SSAY,,Sítio Pouso do Aviador Airport,Small airport,Campo Grande,Brazil
SDSE,,Sítio Santa Helena Airport,Small airport,Gabriel Monteiro,Brazil
SDZZ,,Sítio São José Airport,Small airport,Nova Europa,Brazil
SSHF,,Sítio Serra Negra Airport,Small airport,Corumbá,Brazil
SNYX,,Sítio Vodó Airport,Small airport,Cascavel,Brazil
SYSK,SKM,Skeldon Airport,Small airport,Skeldon,Guyana
SNBD,,Sobradinho Airport,Small airport,Juazeiro,Brazil
SSBD,,Sobradinho Airport,Small airport,Sobradinho,Brazil
SNOB,,Sobral Airport,Small airport,Sobral,Brazil
SJMW,,Socó Airport,Small airport,Uiramutã,Brazil
SNBU,BMS,Sócrates Mariani Bittencourt Airport,Small airport,Brumado,Brazil
SNED,CNV,Sócrates Rezende Airport,Small airport,Canavieiras,Brazil
SICO,,SOLAG - Sol e Lua Aviação Agrícola Airport,Small airport,Lucas Do Rio Verde,Brazil
SSSD,0,Soledade Airport,Small airport,Soledade,Brazil
SNPV,,Solidão Airport,Small airport,Mostardas,Brazil
SJSH,,Sonhar Airport,Small airport,Governador Celso Ramos,Brazil
SWSP,,Sopave Norte Airport,Small airport,Paranatinga,Brazil
SDCO,SOD,Sorocaba Airport,Small airport,Sorocaba,Brazil
SDPZ,,Sossego Airport,Small airport,Ribas do Rio Pardo,Brazil
SNSW,SFK,Soure Airport,Small airport,Soure,Brazil
SNQD,,Sousa Airport,Small airport,Sousa,Brazil
SNST,,Souto Soares Airport,Small airport,Souto Soares,Brazil
SMST,SMZ,Stoelmanseiland Airport,Small airport,Stoelmanseiland,Suriname
SJMX,,Suapi Airport,Small airport,Pacaraima,Brazil
SESC,SUQ,Sucua Airport,Small airport,Sucua,Ecuador
SPAN,,Sullana Airport,Small airport,Sullana,Perú
SAFS,NCJ,Sunchales Aeroclub Airport,Small airport,Sunchales,Argentina
SLSS,,Sunsas Airport,Small airport,Sunsas,Bolivia
SWUQ,,Surucucu Airport,Small airport,Alto Alegre,Brazil
SWMU,,Surumu Airport,Small airport,Pacaraima,Brazil
SWTB,,Tabajara Airport,Small airport,Ariquemes,Brazil
SCOB,,Tabalí Bajo Airport,Small airport,Ovalle,Chile
SMTA,,Tabiki Airstrip,Small airport,Benzdorp,Suriname
SJFU,,Tabuleiro Airport,Small airport,Bananeiras,Brazil
SUTB,TAW,Tacuarembo Airport,Small airport,Tacuarembo,Uruguay
SWUJ,,Taguá Agropecuária Airport,Small airport,Vera,Brazil
SWTY,QHN,Taguatinga Airport,Small airport,Taguatinga,Brazil
SETH,TSC,Taisha Airport,Small airport,Taisha,Ecuador
SNET,,Tamarana Metais Airport,Small airport,Tamarana,Brazil
SVQW,,Tamatal Airport,Small airport,,Venezuela
SVQX,,Tamayare Airport,Small airport,El Paso,Venezuela
SSET,,Tambaú Airport,Small airport,Tambaú,Brazil
SCCQ,COW,Tambillos Airport,Small airport,Coquimbo,Chile
SNTC,,Tambori Airport,Small airport,Teresina,Brazil
SNTL,,Tamboril Airport,Small airport,Tamboril,Brazil
SBGU,GPB,Tancredo Thomas de Faria Airport,Small airport,Guarapuava,Brazil
SWTS,TGQ,Tangará da Serra Airport,Small airport,Tangará Da Serra,Brazil
SSQM,0,Tanque Novo Airport,Small airport,Tanque Novo,Brazil
SVQY,,Tapaquire Airport,Small airport,,Venezuela
SIYQ,,Tapurá Airport,Small airport,Tapurá,Brazil
SWTP,IRZ,Tapuruquara Airport,Small airport,Santa Isabel Do Rio Negro,Brazil
SLTA,,Taquipirenda Airport,Small airport,Cordillera,Bolivia
SKRA,TCD,Tarapacá Airport,Small airport,Tarapacá,Colombia
SWTR,,Taraquá Airport,Small airport,São Gabriel Da Cachoeira,Brazil
SDTF,,Tatuí Airport,Small airport,Tatuí,Brazil
SIOV,,Taua Airport,Small airport,Prado,Brazil
SETA,,Taura Airport,Small airport,Taura,Ecuador
SKTA,TAU,Tauramena Airport,Small airport,Tauramena,Colombia
SWRP,,Teles Pires Lodge Airport,Small airport,Apiacás,Brazil
SVTR,,Temblador Airport,Small airport,,Venezuela
SIMK,FRC,Tenente Lund Pressoto Airport,Small airport,Franca,Brazil
SETG,,Tenguel Airport,Small airport,Boca de Tenguel,Ecuador
SGCO,CIO,Teniente Col Carmelo Peralta Airport,Small airport,Concepción,Paraguay
SDRV,,Tenoar Airport,Small airport,Chapadão do Sul,Brazil
SLTE,,Teoponte Airport,Small airport,Larecaja,Bolivia
SMTP,KCB,Tepoe Airstrip,Small airport,Kasikasima,Suriname
SARS,PRQ,Termal Airport,Small airport,Presidencia Roque Sáenz Peña,Argentina
SUAY,,Termas del Arapey Airport,Small airport,Termas del Arapey,Uruguay
SWTQ,,Termas Pousada do Rio Quente Airport,Small airport,Rio Quente,Brazil
SJTS,,Terra Santa Airport,Small airport,Terra Santa,Brazil
SJWO,,Terra Santa Airport,Small airport,Barra Do Bugres,Brazil
SWFV,,Terramare Airport,Small airport,Guapé,Brazil
SBTV,,Terravista Airport,Small airport,Porto Seguro,Brazil
SSIE,,Teruel Ipanema Estância Airport,Small airport,Campo Grande,Brazil
SLVT,,Tesoro/La Vertiente Airport,Small airport,Tesoro,Bolivia
SKTB,TIB,Tibú Airport,Small airport,Tibú,Colombia
SCHT,,Tic Toc Airport,Small airport,Chaiten,Chile
SDXK,,Ticoça Airport,Small airport,Uiramutã,Brazil
SVQK,,Tierra Negra Airport,Small airport,,Venezuela
SDET,,Tietê Airport,Small airport,Tietê,Brazil
SLTY,,Tiguipa Airport,Small airport,Yacuma,Bolivia
SPGM,TGI,Tingo Maria Airport,Small airport,Tingo Maria,Perú
SPTY,,Tintay Airport,Small airport,Tintay,Perú
SPPB,,Tipishsa Airport,Small airport,Puerto Breu,Perú
SETI,TPN,Tiputini Airport,Small airport,Tiputini,Ecuador
SLTW,,Tita Airport,Small airport,San Rafael,Bolivia
SPCH,,Tocache Airport,Small airport,Tocache,Perú
SWTC,,Tocantínia Airport,Small airport,Tocantínia,Brazil
SVQL,,Tocomita Airport,Small airport,Gurí,Venezuela
SVQO,,Tocuyito Airport,Small airport,,Venezuela
SLTL,,Toldos Airport,Small airport,Nor Lipez,Bolivia
SBTD,TOW,Toledo Airport,Small airport,Toledo,Brazil
SKTI,,Tolemaida Air Base,Small airport,Tolemaida - Nilo,Colombia
SCAH,,Tolquien Airport,Small airport,Achao,Chile
SAWL,,Tolwin Observatory Airport,Small airport,Tolwin (Lago Fagnano)/observatorio MET(TAIS),Argentina
SUTG,,Tomás Gomenzoro Airport,Small airport,Tomás Gomenzoro,Uruguay
SCTG,,Tongoy Airport,Small airport,Tongoy,Chile
SPTQ,,Toquepala Airport,Small airport,Toquepala,Perú
SCLI,,Torca Airport,Small airport,Llico,Chile
SVTY,,Toromacho Airport,Small airport,Las Mercedes del Llano,Venezuela
SCKT,,Torreón Airport,Small airport,Coelemu,Chile
SBTR,TSQ,Torres Airport,Small airport,Torres,Brazil
SVQN,,Torunos Airport,Small airport,,Venezuela
SMCO,TOT,Totness Airport,Small airport,Totness,Suriname
SLTO,,Totora Airport,Small airport,Oruro,Bolivia
SPTR,,Tournavista Airport,Small airport,Tournavista,Perú
SCTR,,Traiguén Airport,Small airport,Traiguen,Chile
SNTT,,Tranquilo Restolin Airport,Small airport,Felixlândia,Brazil
SUTR,TYT,Treinta y Tres Airport,Small airport,Treinta y Tres,Uruguay
SA34,,Trelew Aeroclub Airport,Small airport,Trelew,Argentina
SA28,,Trenque Lauquen Airport,Small airport,Trenque Lauquen,Argentina
SSTB,,Três Barras Airport,Small airport,Três Barras,Brazil
SCTH,,Tres Chorrillos Airport,Small airport,San Gregorio,Chile
SLTC,,Tres Cruces Airport,Small airport,Chiquitos,Bolivia
SNAS,,Três Marias Airport,Small airport,Três Marias,Brazil
SDWL,,Três Marias Airport,Small airport,Itupeva,Brazil
SJFJ,,Três Marias da Pitangueiras Airport,Small airport,Santo Antônio Do Leverger,Brazil
SSTO,0,Três Passos Airport,Small airport,Três Passos,Brazil
SCTQ,,Tres Quebradas Airport,Small airport,Alto Del Carmen,Chile
SJVQ,,Triálcool Airport,Small airport,Canápolis,Brazil
SCYB,,Trilahue Airport,Small airport,Yumbel,Chile
SNAO,,Trimonte Airport,Small airport,Casimiro de Abreu,Brazil
SKTD,TDA,Trinidad Airport,Small airport,Trinidad,Colombia
SPDR,TDP,Trompeteros Airport,Small airport,Corrientes,Perú
SVQI,,Tucupido Airport,Small airport,,Venezuela
SDYT,,Tucuxim Airport,Small airport,Amajari,Brazil
SLTX,,Tuichi Airport,Small airport,Franz Tamayo,Bolivia
SSYM,,Tuiuiu Airport,Small airport,Miranda,Brazil
SDTP,,Tupã Airport,Small airport,Tupã,Brazil
SDTI,,Tupi Paulista Airport,Small airport,Tupi Paulista,Brazil
SLTZ,,Tupiza Airport,Small airport,Sud Chichas,Bolivia
SVTU,,Turagua Airport,Small airport,Turagua,Venezuela
SVTB,,Turapa Airport,Small airport,,Venezuela
SLTU,,Turco Airport,Small airport,Sajama,Bolivia
SVTV,,Turen Airport,Small airport,,Venezuela
SNTU,,Turiaçu Airport,Small airport,Turiaçu,Brazil
SNTM,,Turmalina Airport,Small airport,Turmalina,Brazil
SUPU,PDU,Tydeo Larre Borges Airport,Small airport,Paysandu,Uruguay
SWAE,,Uaicas Airport,Small airport,Alto Alegre,Brazil
SWUK,,Uapuí Cachoeira Airport,Small airport,São Gabriel Da Cachoeira,Brazil
SNUU,,Uauá Airport,Small airport,Uauá,Brazil
SNUB,,Ubá Airport,Small airport,Ubá,Brazil
SNCT,,Ubaporanga Airport,Small airport,Caratinga,Brazil
SJNB,,Ubaru Airport,Small airport,Pacaraima,Brazil
SDUB,UBT,Ubatuba Airport,Small airport,Ubatuba,Brazil
SPIZ,UCZ,Uchiza Airport,Small airport,Uchiza,Perú
SWUP,,Uirapuru Airport,Small airport,Uirapuru,Brazil
SLUU,,Ulla Ulla Airport,Small airport,Franz Tamayo,Bolivia
SSUL,,Ultraleve Clube Curitiba Airport,Small airport,São José Dos Pinhais,Brazil
SWRU,,Umberto Bosaipo Regional Airport,Small airport,Tesouro,Brazil
SSUM,UMU,Umuarama Airport,Small airport,Umuarama,Brazil
SNUN,,Unaí Airport,Small airport,Unaí,Brazil
SCUN,,Uni Frutti Airport,Small airport,Teno,Chile
SSUV,,União da Vitória Airport,Small airport,União Da Vitória,Brazil
SVUQ,,Uon Quen Airport,Small airport,,Venezuela
SVUP,,Upata Airport,Small airport,,Venezuela
SJNC,,Uraricoera Airport,Small airport,Alto Alegre,Brazil
SNUD,,Urbano Santos Airport,Small airport,Urbano Santos,Brazil
SVUM,URM,Uriman Airport,Small airport,,Venezuela
SPAI,,Urpay Airport,Small airport,Pataz,Perú
SKUR,URR,Urrao Airport,Small airport,Urrao,Colombia
SWWU,,Uruaçu Airport,Small airport,Uruaçu,Brazil
SNWZ,,Uruba Airport,Small airport,Atalaia,Brazil
SWWK,,Urucará Airport,Small airport,Urucará,Brazil
SBUY,,Urucu Airport,Small airport,Coari,Brazil
SLUS,,Urusi Airport,Small airport,Ballivian,Bolivia
SVUY,,Uruyen Airport,Small airport,,Venezuela
SDTN,,Usina Açucareira Santo Antônio Airport,Small airport,Sertãozinho,Brazil
SDGU,,Usina Bonfim Airport,Small airport,Guariba,Brazil
SWYO,,Usina Branco Peres Airport,Small airport,Adamantina,Brazil
SDUU,,Usina Califórnia Airport,Small airport,Parapuã,Brazil
SDDV,0,Usina Catanduva Airport,Small airport,Palmares Paulista,Brazil
SDGB,,Usina Colorado Airport,Small airport,Guaíra,Brazil
SJIQ,,Usina Coruripe - Filial Limeira do Oeste Airport,Small airport,Limeira Do Oeste,Brazil
SNUZ,,Usina Coruripe Airport,Small airport,Coruripe,Brazil
SNHJ,,Usina de José Bonifácio Airport,Small airport,José Bonifácio,Brazil
SSVO,,Usina de Monções Airport,Small airport,Monções,Brazil
SNUS,,Usina Delta I Airport,Small airport,Delta,Brazil
SJUD,,Usina Dourados Airport,Small airport,Dourados,Brazil
SJCE,,Usina Eldorado Airport,Small airport,Rio Brilhante,Brazil
SSTY,,Usina Foz do Chopim Airport,Small airport,Cruzeiro Do Iguaçu,Brazil
SSUX,0,Usina Mandu Airport,Small airport,Guaíra,Brazil
SJWA,,Usina Maracaju Airport,Small airport,Maracaju,Brazil
SJWD,,Usina Passa Tempo Airport,Small airport,Rio Brilhante,Brazil
SNUP,,Usina Porto Rico Airport,Small airport,Campo Alegre,Brazil
SDUD,,Usina Santa Adélia Airport,Small airport,Jaboticabal,Brazil
SJXC,,Usina Santa Cruz Airport,Small airport,Santa Cruz Cabrália,Brazil
SJQV,,Usina Santa Luiza Airport,Small airport,Motuca,Brazil
SDGF,,Usina Santa Luzia Airport,Small airport,Nova Alvorada do Sul,Brazil
SDUL,,Usina Santa Lydia Airport,Small airport,Ribeirão Preto,Brazil
SDSQ,,Usina Santa Rita Airport,Small airport,Santa Rita Do Passa Quatro,Brazil
SDWE,,Usina São Carlos Airport,Small airport,Jaboticabal,Brazil
SDUZ,,Usina São Luiz Airport,Small airport,Ourinhos,Brazil
SDTY,,Usina São Martinho Airport,Small airport,Pradópolis,Brazil
SWZM,,Usina São Simão Airport,Small airport,São Simão,Brazil
SIXX,,Usinas Braco Norte Airport,Small airport,Guarantã Do Norte,Brazil
SAMU,,Uspallata Airport,Small airport,Uspallata,Argentina
SNUT,,Utinga Airport,Small airport,Utinga,Brazil
SV73,,Uverito Airport,Small airport,,Venezuela
SDZC,,Uxiu Airstrip,Small airport,Mucajaí,Brazil
SLUY,UYU,Uyuni Airport,Small airport,Quijarro,Bolivia
SSVC,,Vacaria Airport,Small airport,Vacaria,Brazil
SNEE,,Vacaria Novo Airport,Small airport,Vacaria,Brazil
SCAL,,Valchac Airport,Small airport,Cochrane,Chile
SWVN,,Valdir Masutti Airport,Small airport,Comodoro,Brazil
SJVS,,Vale do Paranaíba Airport,Small airport,Capinópolis,Brazil
SJZB,,Vale do Tucanã Airport,Small airport,Castanheira,Brazil
SSFH,,Vale dos Dinassauros Airport,Small airport,Uberaba,Brazil
SNVB,VAL,Valença Airport,Small airport,Valença,Brazil
SDVL,,Valença Airport,Small airport,Valença,Brazil
SNVV,,Valente Airport,Small airport,Valente,Brazil
SAOS,RLO,Valle Del Conlara International Airport,Small airport,Merlo,Argentina
SVVD,,Valle Grande Airport,Small airport,,Venezuela
SAMH,,Valle Hermoso Airport,Small airport,Valle Hermoso,Argentina
SVVH,,Valle Hondo Airport,Small airport,,Venezuela
SNVZ,,Várzea da Palma Airport,Small airport,Várzea Da Palma,Brazil
SIJK,,Vazante Airport,Small airport,Vazante,Brazil
SA21,,Veinticinco De Mayo Airport,Small airport,Colonia Veinticinco de Mayo,Argentina
SKVL,PYA,Velásquez Airport,Small airport,Puerto Boyacá,Colombia
SAFV,,Venado Tuerto Airport,Small airport,Venado Tuerto,Argentina
SSWA,0,Venâncio Aires Airport,Small airport,Venâncio Aires,Brazil
SLVE,,Venecia Airport,Small airport,Yacuma,Bolivia
SVVQ,,Venelac Airport,Small airport,Quebrada Arriba,Venezuela
SVVV,,Venepal Airport,Small airport,,Venezuela
SPNP,,Ventilla Airport,Small airport,Ventilla,Perú
SDVE,,Vera Cruz Airport,Small airport,Vera Cruz,Brazil
SJXS,,Veracel Airport,Small airport,Belmonte,Brazil
SSVN,0,Veranópolis Airport,Small airport,Veranópolis,Brazil
SCVF,,Verfrut Airport,Small airport,San Pedro,Chile
SCUT,,Verfrut Sur Airport,Small airport,Longavi,Chile
SPVI,,Vicco Airport,Small airport,Vicco,Perú
SNYZ,,Vicente José Airport,Small airport,Russas,Brazil
SUVO,VCH,Vichadero Airport,Small airport,Vichadero,Uruguay
SNVC,,Viçosa Airport,Small airport,Viçosa,Brazil
SCSF,SSD,Víctor Lafón Airport,Small airport,San Felipe,Chile
SAHV,,Victorica Airport,Small airport,Victorica,Argentina
SSVI,VIA,Videira Airport,Small airport,Videira,Brazil
SMVG,,Vier Gebroeders Airstrip,Small airport,Vier Gebroeders,Suriname
SWVB,MTG,Vila Bela da Santíssima Trindade Airport,Small airport,Vila Bela Da Santíssima Trindade,Brazil
SIBC,,Vila de Tocos Airport,Small airport,Campos Dos Goytacazes,Brazil
SJVP,,Vila Pitinga Airport,Small airport,Presidente Figueiredo,Brazil
SWVC,VLP,Vila Rica Airport,Small airport,Vila Rica,Brazil
SARV,,Villa Angela Airport,Small airport,Villa Angela,Argentina
SLVA,,Villa Aroma Airport,Small airport,Aroma,Bolivia
SACV,,Villa de María de Río Seco Airport,Small airport,Villa de María de Río Seco,Argentina
SACS,,Villa De Soto Airport,Small airport,Villa de Soto,Argentina
SVVS,,Villa del Rosario Airport,Small airport,,Venezuela
SLVV,,Villa Elvira Airport,Small airport,Mamore,Bolivia
SKVG,VGZ,Villa Garzón Airport,Small airport,Villa Garzón,Colombia
SACM,,Villa General Mitre Airport,Small airport,Villa General Mitre,Argentina
SGNB,,Villa Hayes Sarg Airport,Small airport,Villa Hayes,Paraguay
